Word,setup_loop.thisRepN,setup_loop.thisTrialN,setup_loop.thisN,setup_loop.thisIndex,shuffle_loop.thisRepN,shuffle_loop.thisTrialN,shuffle_loop.thisN,shuffle_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialsBreak.thisRepN,trialsBreak.thisTrialN,trialsBreak.thisN,trialsBreak.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trialsBreak2.thisRepN,trialsBreak2.thisTrialN,trialsBreak2.thisN,trialsBreak2.thisIndex,thisRow.t,notes,LSL_Stream.started,LSL_Stream.stopped,setup.started,setup.stopped,shuffle_stimuli.started,shuffle_stimuli.stopped,Instructions1.started,imageInstruct1.started,key_resp_Instruct1.started,Instructions1.stopped,key_resp_Instruct1.keys,key_resp_Instruct1.rt,key_resp_Instruct1.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,stimuli_prez_1.started,imagePrez1.started,audioPrez1.started,imagePrez1.stopped,stimuli_prez_1.stopped,response.started,image_resp_p1.started,p1_resp_stim.started,image_resp_p1.stopped,p1_resp_stim.stopped,textTimeOut.started,textTimeOut.stopped,response.stopped,Image,Audio,response_p1,corchoice_p1,Trial_Score_p1,Trial_RT_p1,p1_resp_stim.keys,p1_resp_stim.corr,p1_resp_stim.rt,p1_resp_stim.duration,checkpoint.started,imageBreak.started,imageCont.started,key_break.started,imageBreak.stopped,checkpoint.stopped,key_break.keys,key_break.rt,key_break.duration,Instructions2.started,imageInstruct1_2.started,key_resp_Instruct1_2.started,Instructions2.stopped,key_resp_Instruct1_2.keys,key_resp_Instruct1_2.rt,key_resp_Instruct1_2.duration,fixation_2.started,cross_2.started,cross_2.stopped,fixation_2.stopped,stimuli_prez_2.started,audioPrez2.started,imagePrez2.started,imagePrez2.stopped,stimuli_prez_2.stopped,response_2.started,image_resp_p2.started,p2_resp_stim.started,response_2.stopped,Image2,Audio2,response_p2,corchoice_p2,Trial_Score_p2,Trial_RT_p2,p2_resp_stim.keys,p2_resp_stim.corr,p2_resp_stim.rt,p2_resp_stim.duration,end.started,endscreen.started,key_resp_end.started,end.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
tiger,0,40,40,159,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14544230000001335,0.14559559999997873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
wheel,0,41,41,173,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14577479999979914,0.14593379999996614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
bow,0,42,42,19,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14605219999975816,0.14618380000001707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
heart,0,43,43,75,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14629680000007284,0.14643029999979262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
swan,0,44,44,153,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1465579999999136,0.14672749999999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
apple,0,45,45,4,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1468540999999277,0.14700790000006236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
basket,0,46,46,11,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14712629999985438,0.147271499999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
peach,0,47,47,111,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14738750000014988,0.14755699999977878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
banana,0,48,48,9,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1477426999999807,0.1479128999999375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
table,0,49,49,155,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14804099999992104,0.14817619999985254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
gun,0,50,50,68,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14829620000000432,0.14845759999980146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
kangaroo,0,51,51,80,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14858360000016546,0.1487409999999727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
window,0,52,52,176,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14892740000004778,0.1491188999998485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
bread,0,53,53,20,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14925869999979113,0.14954619999980423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
star,0,54,54,148,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14969209999981103,0.14985380000007353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
drum,0,55,55,46,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.14998579999974027,0.15012799999976778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
church,0,56,56,32,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1502501999998458,0.1503923999998733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
grapes,0,57,57,66,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15050990000008824,0.15065270000013697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
cow,0,58,58,38,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15079470000000583,0.15095919999976104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
chair,0,59,59,30,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1511184000000867,0.15127529999972467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
plug,0,60,60,122,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15142809999997553,0.15164150000009613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
ladder,0,61,61,85,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15179399999988163,0.15193749999980355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
umbrella,0,62,62,166,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15205409999998665,0.1522082000001319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
desk,0,63,63,41,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1523656999997911,0.15271189999975832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
boot,0,64,64,18,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1528454999997848,0.1530081999999311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
rollingpin,0,65,65,130,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.153132800000094,0.1533703999998579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
snail,0,66,66,144,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15354359999992084,0.15372149999984686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
butterfly,0,67,67,21,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15394579999974667,0.15415429999984553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
corn,0,68,68,37,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1542872999998508,0.15446549999978743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
cannon,0,69,69,26,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15464059999976598,0.15485050000006595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
ring,0,70,70,129,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15503039999975954,0.15521269999999276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
cloud,0,71,71,35,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1553897999997389,0.15557369999987714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
onion,0,72,72,104,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15574719999995068,0.1559065000001283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
doorknob,0,73,73,44,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15604140000004918,0.1561797999997907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
truck,0,74,74,164,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15630250000003798,0.1564371999998002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
airplane,0,75,75,1,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1565557999997509,0.15674880000005942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
bicycle,0,76,76,16,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15687049999996816,0.15706180000006498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
hair,0,77,77,69,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15724120000004405,0.15743919999977152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
doll,0,78,78,43,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15760379999983343,0.15780629999972007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
eye,0,79,79,51,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15801179999971282,0.15820469999971465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
turtle,0,80,80,165,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.158408899999813,0.15861069999982647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
house,0,81,81,78,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15881140000010419,0.15898479999987103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
duck,0,82,82,47,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15911159999996016,0.1592572999998083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
hand,0,83,83,71,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15943560000005164,0.15960409999979674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
frog,0,84,84,58,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.15974430000005668,0.160297399999763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
bed,0,85,85,13,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16044520000014018,0.1606378000001314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
lightbulb,0,86,86,91,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1607731999997668,0.1609429000000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
fence,0,87,87,52,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16106859999990775,0.16124050000007628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
ruler,0,88,88,132,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16138679999994565,0.16156109999974433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
piano,0,89,89,117,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16168939999988652,0.16183689999979833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
glasses,0,90,90,62,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1619488999999703,0.16208189999997558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
scissors,0,91,91,135,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16218979999985095,0.16231759999982387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
mitten,0,92,92,97,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1624246999999741,0.16256369999973685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
horse,0,93,93,77,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16267190000007758,0.1627984000001561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
bee,0,94,94,14,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1629096000001482,0.16304020000006858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
sandwich,0,95,95,134,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16315110000005006,0.16328389999989668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
babycarriage,0,96,96,7,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.1634241000001566,0.1636041000001569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
stove,0,97,97,149,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16372539999974833,0.163884600000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
deer,0,98,98,40,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.164045200000146,0.16419559999985722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
gloves,0,99,99,63,,,,,,,,,,,,,,,,,,,,,0.2061295999997128,,,,0.16431299999976545,0.1644430999999713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-006,001,2025-01-24_14h38.00.100,NESC3137_N400_exp,2023.2.3,126.2779326790458,2025-01-24 14h38.27.266390 -0400,
