Word,setup_loop.thisRepN,setup_loop.thisTrialN,setup_loop.thisN,setup_loop.thisIndex,shuffle_loop.thisRepN,shuffle_loop.thisTrialN,shuffle_loop.thisN,shuffle_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialsBreak.thisRepN,trialsBreak.thisTrialN,trialsBreak.thisN,trialsBreak.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trialsBreak2.thisRepN,trialsBreak2.thisTrialN,trialsBreak2.thisN,trialsBreak2.thisIndex,thisRow.t,notes,LSL_Stream.started,LSL_Stream.stopped,setup.started,setup.stopped,shuffle_stimuli.started,shuffle_stimuli.stopped,Instructions1.started,imageInstruct1.started,key_resp_Instruct1.started,Instructions1.stopped,key_resp_Instruct1.keys,key_resp_Instruct1.rt,key_resp_Instruct1.duration,fixation.started,cross.started,fixation.stopped,stimuli_prez_1.started,imagePrez1.started,audioPrez1.started,imagePrez1.stopped,stimuli_prez_1.stopped,response.started,image_resp_p1.started,p1_resp_stim.started,response.stopped,Image,Audio,response_p1,corchoice_p1,Trial_Score_p1,Trial_RT_p1,p1_resp_stim.keys,p1_resp_stim.corr,p1_resp_stim.rt,p1_resp_stim.duration,cross.stopped,checkpoint.started,imageBreak.started,imageCont.started,key_break.started,imageBreak.stopped,checkpoint.stopped,key_break.keys,key_break.rt,key_break.duration,Instructions2.started,imageInstruct1_2.started,key_resp_Instruct1_2.started,Instructions2.stopped,key_resp_Instruct1_2.keys,key_resp_Instruct1_2.rt,key_resp_Instruct1_2.duration,fixation_2.started,cross_2.started,fixation_2.stopped,stimuli_prez_2.started,audioPrez2.started,imagePrez2.started,imagePrez2.stopped,stimuli_prez_2.stopped,response_2.started,image_resp_p2.started,p2_resp_stim.started,response_2.stopped,Image2,Audio2,response_p2,corchoice_p2,Trial_Score_p2,Trial_RT_p2,p2_resp_stim.keys,p2_resp_stim.corr,p2_resp_stim.rt,p2_resp_stim.duration,cross_2.stopped,end.started,endscreen.started,key_resp_end.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
mitten,0,40,40,97,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1668013999999971,0.1669474000000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
clock,0,41,41,34,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16706169999997655,0.16720340000000533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
carrot,0,42,42,27,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16731829999997672,0.16745109999999386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
gloves,0,43,43,63,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16756270000001905,0.16769160000001193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
boot,0,44,44,18,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16780080000000908,0.16795680000001312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
ruler,0,45,45,132,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16806550000001153,0.16825069999998732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
balloon,0,46,46,8,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1684227000000078,0.16859199999998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
trafficlight,0,47,47,162,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16875310000000354,0.16894070000000738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
snowman,0,48,48,145,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16909020000002783,0.16924579999999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
kite,0,49,49,83,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16938210000000709,0.16954640000000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
stove,0,50,50,149,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.16967920000001868,0.16987000000000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
belt,0,51,51,15,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17000080000002527,0.17017029999999522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
bee,0,52,52,14,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17028149999998732,0.1704407999999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
desk,0,53,53,41,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17056489999998803,0.1707903000000215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
lemon,0,54,54,89,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17090380000001915,0.17126560000002655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
watermelon,0,55,55,171,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17165679999999384,0.1719413000000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
swan,0,56,56,153,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17210910000000013,0.1722652999999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
rollingpin,0,57,57,130,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17237860000000182,0.17253940000000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
penguin,0,58,58,116,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17264870000002475,0.17278859999998986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
wineglass,0,59,59,177,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1728962999999908,0.1730484000000274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
heart,0,60,60,75,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17322749999999587,0.17343199999999115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
garbagecan,0,61,61,60,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17363130000001092,0.17391309999999294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
toothbrush,0,62,62,161,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17405530000002045,0.17421469999999317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
table,0,63,63,155,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1743311000000176,0.174469600000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
apple,0,64,64,4,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17460219999998117,0.174737499999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
lightbulb,0,65,65,91,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1749002000000246,0.17504839999998012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
candle,0,66,66,25,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17519270000002507,0.17534549999999172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
pipe,0,67,67,120,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17547569999999268,0.17565560000002733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
pear,0,68,68,114,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17580959999997958,0.17602759999999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
tiger,0,69,69,159,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17616689999999835,0.17632539999999608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
fryingpan,0,70,70,59,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1764468000000079,0.1765856000000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
gun,0,71,71,68,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17670040000001563,0.17685549999998784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
cigarette,0,72,72,33,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17699360000000297,0.17715950000001612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
horse,0,73,73,77,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17729059999999208,0.1774518999999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
sandwich,0,74,74,134,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.177580799999987,0.17774370000000772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
star,0,75,75,148,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17790070000000924,0.17805579999998145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
leaf,0,76,76,87,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17817669999999453,0.1783469000000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
jacket,0,77,77,79,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17846040000000585,0.1786260000000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
hammer,0,78,78,70,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1787759000000051,0.17892799999998488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
lightswitch,0,79,79,92,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1790485000000217,0.1792080000000169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
camel,0,80,80,24,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17932830000000877,0.179477200000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
accordion,0,81,81,0,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17962529999999788,0.17977869999998575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
fence,0,82,82,53,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.17990850000001046,0.180060200000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
flag,0,83,83,55,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.180174500000021,0.18031359999997676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
church,0,84,84,32,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18043480000000045,0.18057129999999688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
window,0,85,85,176,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18070960000000014,0.1808538000000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
seahorse,0,86,86,137,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1810308999999961,0.18119740000003048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
barrel,0,87,87,10,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18132380000002968,0.1814719999999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
umbrella,0,88,88,166,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1815862999999922,0.1817290999999841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
hair,0,89,89,69,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18183920000001308,0.181989700000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
kangaroo,0,90,90,80,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18210850000002665,0.1822465000000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
chair,0,91,91,30,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.182358000000022,0.1825372999999786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
well,0,92,92,172,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.1826722999999788,0.18284369999997807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
fox,0,93,93,57,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18303550000001678,0.18323589999999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
skunk,0,94,94,142,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18340790000002016,0.18360389999998006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
hanger,0,95,95,72,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18381990000000314,0.18402429999997594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
wagon,0,96,96,170,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18417599999997947,0.18440470000001596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
cannon,0,97,97,26,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18457740000002332,0.18477109999997765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
butterfly,0,98,98,21,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18493260000002465,0.18512049999998226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
deer,0,99,99,40,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18526220000001103,0.18542860000002293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
crown,0,100,100,39,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18559179999999742,0.1857921999999803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
arm,0,101,101,5,,,,,,,,,,,,,,,,,,,,,0.22555290000002515,,,,0.18594719999998688,0.18615990000000693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-001,001,2025-01-24_14h12.08.293,NESC3137_N400_exp,2023.2.3,146.1659217077025,2025-01-24 14h12.20.156201 -0400,
