Word,setup_loop.thisRepN,setup_loop.thisTrialN,setup_loop.thisN,setup_loop.thisIndex,shuffle_loop.thisRepN,shuffle_loop.thisTrialN,shuffle_loop.thisN,shuffle_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trialsBreak2.thisRepN,trialsBreak2.thisTrialN,trialsBreak2.thisN,trialsBreak2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialsBreak.thisRepN,trialsBreak.thisTrialN,trialsBreak.thisN,trialsBreak.thisIndex,thisRow.t,notes,LSL_Stream.started,LSL_Stream.stopped,setup.started,setup.stopped,shuffle_stimuli.started,shuffle_stimuli.stopped,Instructions1.started,imageInstruct1.started,key_resp_Instruct1.started,Instructions1.stopped,key_resp_Instruct1.keys,key_resp_Instruct1.rt,key_resp_Instruct1.duration,fixation_2.started,cross_2.started,cross_2.stopped,fixation_2.stopped,stimuli_prez_2.started,audioPrez2.started,imagePrez2.started,imagePrez2.stopped,stimuli_prez_2.stopped,response_2.started,image_resp_p2.started,p2_resp_stim.started,response_2.stopped,Image2,Audio2,response_p2,corchoice_p2,Trial_Score_p2,Trial_RT_p2,p2_resp_stim.keys,p2_resp_stim.corr,p2_resp_stim.rt,p2_resp_stim.duration,checkpoint.started,imageBreak.started,imageCont.started,key_break.started,imageBreak.stopped,checkpoint.stopped,key_break.keys,key_break.rt,key_break.duration,Instructions2.started,imageInstruct1_2.started,key_resp_Instruct1_2.started,Instructions2.stopped,key_resp_Instruct1_2.keys,key_resp_Instruct1_2.rt,key_resp_Instruct1_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,stimuli_prez_1.started,imagePrez1.started,audioPrez1.started,imagePrez1.stopped,stimuli_prez_1.stopped,response.started,image_resp_p1.started,p1_resp_stim.started,response.stopped,Image,Audio,response_p1,corchoice_p1,Trial_Score_p1,Trial_RT_p1,p1_resp_stim.keys,p1_resp_stim.corr,p1_resp_stim.rt,p1_resp_stim.duration,end.started,endscreen.started,key_resp_end.started,end.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
fish,0,46,46,54,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.06970449999971606,0.06981189999896742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
elephant,0,47,47,49,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.06988749999982247,0.0699850000000879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
plug,0,48,48,122,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07005639999988489,0.07013960000040242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
flower,0,49,49,56,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07023759999901813,0.0703326000002562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
star,0,50,50,148,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07041670000035083,0.07051689999934752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
table,0,51,51,155,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07058599999982107,0.07066659999873082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
bread,0,52,52,20,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07074540000030538,0.07084799999938696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
jacket,0,53,53,79,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07091339999897173,0.07104819999949541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
gorilla,0,54,54,65,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07114939999883063,0.0712586999998166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
anchor,0,55,55,3,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.0713408999999956,0.07144789999983914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
balloon,0,56,56,8,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07154850000006263,0.07165399999939837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
tree,0,57,57,163,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07173320000038075,0.07181959999979881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
glasses,0,58,58,62,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07188959999984945,0.07197199999973236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
umbrella,0,59,59,166,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07203999999910593,0.07212859999890497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
airplane,0,60,60,1,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07219809999878635,0.07227459999921848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
bee,0,61,61,14,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07234049999897252,0.0724088999995729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
cannon,0,62,62,26,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07247370000004594,0.07257099999878847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
lettuce,0,63,63,90,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07263500000044587,0.07277699999940523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
lemon,0,64,64,89,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07283769999958167,0.07294419999925594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
strawberry,0,65,65,150,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07300989999930607,0.07311769999978424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
salt,0,66,66,133,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.0731844000001729,0.0732847999988735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
axe,0,67,67,6,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07336969999960274,0.07349710000016785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
skunk,0,68,68,142,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07357020000017656,0.07366240000010293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
dog,0,69,69,42,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.073725000000195,0.07382460000007995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
hanger,0,70,70,72,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07400549999874784,0.07413809999889054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
candle,0,71,71,25,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07424869999886141,0.07443369999964489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
horse,0,72,72,77,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07458529999894381,0.07472409999900265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
skirt,0,73,73,141,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07485199999973702,0.07497789999979432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
fox,0,74,74,57,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07507970000006026,0.07600060000004305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
envelope,0,75,75,50,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07611159999942174,0.07625279999956547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
wineglass,0,76,76,177,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07640249999894877,0.0765492999998969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
spider,0,77,77,146,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07666539999991073,0.07679060000009486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
pipe,0,78,78,120,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07689609999943059,0.07705829999940761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
penguin,0,79,79,116,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.0771759999988717,0.0773073000000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
pants,0,80,80,109,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07742220000000088,0.07756659999904514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
recordplayer,0,81,81,127,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.0776927999995678,0.07782869999937247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
swan,0,82,82,153,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07793250000031549,0.07806390000041574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
heart,0,83,83,75,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07820019999962824,0.07833339999888267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
purse,0,84,84,125,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07844259999910719,0.07856449999962933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
rollingpin,0,85,85,130,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07866309999917576,0.07878960000016377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
peach,0,86,86,111,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07892779999929189,0.07909610000024259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
grapes,0,87,87,66,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07922770000004675,0.07936890000019048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
lightswitch,0,88,88,92,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07952119999936258,0.07967709999866202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
flag,0,89,89,55,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.07982869999977993,0.07996710000043095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
snowman,0,90,90,145,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08006869999917399,0.08019959999910498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
sheep,0,91,91,139,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08032019999882323,0.08045659999879717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
ostrich,0,92,92,106,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08055160000003525,0.08067279999886523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
lightbulb,0,93,93,91,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.080819299999348,0.0809809000002133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
peanut,0,94,94,113,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08111239999925601,0.08147900000039954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
camel,0,95,95,24,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08168010000008508,0.08191330000045127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
book,0,96,96,17,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.0820341999988159,0.0821775999993406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
squirrel,0,97,97,147,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08230999999977939,0.08310340000025462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
violin,0,98,98,169,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08324290000018664,0.08338840000033088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
cow,0,99,99,38,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08350049999899056,0.08363429999917571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
leg,0,100,100,88,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08376539999881061,0.083891099999164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
desk,0,101,101,41,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08401620000040566,0.08415339999919524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
butterfly,0,102,102,21,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08428549999916868,0.0844266999993124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
dresser,0,103,103,45,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08453489999919839,0.08464139999887266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
lobster,0,104,104,95,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.0847555000000284,0.0848716999989847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
frog,0,105,105,58,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08497709999937797,0.08508699999947567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
garbagecan,0,106,106,60,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08518000000003667,0.08530939999945986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
ruler,0,107,107,132,,,,,,,,,,,,,,,,,,,,,0.11663810000027297,,,,0.08542510000006587,0.08553699999902165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2025-01-24_14h13.53.321,NESC3137_N400_exp,2023.2.3,59.993364734189534,2025-01-24 14h15.07.256747 -0400,
